Nmodes,spread,skew,effective_rank,singular_min,singular_max,condition_number,qr_residual,svd_residual,entropy,collapse,stability_score
4,1.0266666666666666,-0.3,4,0.5385335540483714,1.3479407768815008,2.5029838284884804,1.2104473563442319e-15,1.7788504482275357e-15,2.949557803788085,False,-0.1395087293156619
4,1.0266666666666666,0.5,4,0.5348284658767752,1.3429936731435035,2.511073659742206,5.83218057250537e-16,1.6447904843132823e-15,2.947631149793115,False,-0.1393843684400914
4,1.0266666666666666,-0.4,4,0.5332763147232458,1.352340202884587,2.5359089941701436,5.975335528910714e-16,1.987816138140859e-15,2.9472069466273867,False,-0.1392776740509497
6,1.0266666666666666,0.5,6,0.06528414245441456,1.6529976879645287,25.320049032102308,9.940285883003153e-16,1.8343524467712573e-15,3.345362849043144,False,-0.13919885160506568
4,1.0266666666666666,-0.5,4,0.5264087767017223,1.3579132487819519,2.57957942359951,8.677710361571518e-16,2.61998870743883e-15,2.943466897592604,False,-0.1389423667983401
5,1.1400000000000001,0.5,5,0.18428206443162085,1.5738421862985854,8.540398063982893,8.480065788921398e-16,1.8638826780480403e-15,3.130040230666787,False,-0.13787244926484393
4,1.1400000000000001,0.20000000000000007,4,0.47674455541473115,1.382651380758576,2.900193332162494,5.413949408172454e-16,1.424124510214033e-15,2.9424015689692222,False,-0.13787153945397854
4,1.1400000000000001,0.10000000000000009,4,0.47829048590963913,1.3833967387222967,2.8923777065966028,7.848938435187501e-16,2.194771428830553e-15,2.941668256140905,False,-0.13785831269724974
4,1.1400000000000001,0.30000000000000004,4,0.47348540483894996,1.38286856406971,2.920614975534621,5.007314695871563e-16,1.4053016185499028e-15,2.9426905221140256,False,-0.13782503995097425
4,1.1400000000000001,0.0,4,0.4783970402047581,1.3850165965349592,2.895119493093352,5.66126149255041e-16,1.49932502271661e-15,2.940498657380772,False,-0.13779160299916574
4,1.1400000000000001,0.4,4,0.4680880597274667,1.384207256467892,2.9571513900051505,4.192722929957869e-16,1.5372116787436657e-15,2.9424032671171467,False,-0.1377026921838257
4,1.1400000000000001,-0.09999999999999998,4,0.4772283741276406,1.3874802310281658,2.907371619645288,8.54829767899419e-16,1.1785815215324556e-15,2.938811812344696,False,-0.137670579682228
5,1.1400000000000001,0.4,5,0.18319801832679153,1.5693704060805398,8.566525011646535,8.572187859865447e-16,2.139307088012182e-15,3.1238705458165836,False,-0.1375374335462252
4,1.1400000000000001,-0.19999999999999996,4,0.4748571798772256,1.3908090646353208,2.9288997272715025,7.076481185341951e-16,1.38350477961923e-15,2.936447130155213,False,-0.13748826643594364
4,1.1400000000000001,0.5,4,0.45990455993479534,1.3869187685790068,3.0156664869242484,7.078830295373289e-16,1.0685023582397138e-15,2.941242136911517,False,-0.13747444065133743
5,1.1400000000000001,0.30000000000000004,5,0.18153562752657673,1.5661717674632973,8.627352045449099,6.519833515161584e-16,2.989259328878947e-15,3.1213185010522224,False,-0.13734837465049957
